cal,C14,error
2917,2805,16
2916,2804,16
2915,2803,16
2914,2803,16
2913,2803,17
2912,2803,17
2911,2803,17
2910,2803,18
2909,2804,18
2908,2804,18
2907,2805,18
2906,2806,18
2905,2807,18
2904,2809,17
2903,2810,17
2902,2812,16
2901,2813,16
2900,2815,16
2899,2816,16
2898,2817,16
2897,2819,16
2896,2820,16
2895,2821,16
2894,2822,17
2893,2822,17
2892,2822,17
2891,2822,17
2890,2822,18
2889,2821,18
2888,2820,17
2887,2819,17
2886,2818,17
2885,2816,17
2884,2814,16
2883,2812,16
2882,2809,16
2881,2807,16
2880,2805,17
2879,2802,17
2878,2800,17
2877,2797,18
2876,2795,18
2875,2792,19
2874,2790,19
2873,2788,19
2872,2786,19
2871,2784,19
2870,2782,19
2869,2781,19
2868,2779,18
2867,2778,18
2866,2777,18
2865,2776,17
2864,2775,17
2863,2775,17
2862,2774,17
2861,2773,17
2860,2771,17
2859,2770,17
2858,2769,18
2857,2767,18
2856,2765,18
2855,2763,18
2854,2761,18
2853,2758,18
2852,2755,18
2851,2752,18
2850,2749,17
2849,2745,17
2848,2742,17
2847,2738,17
2846,2735,17
2845,2732,17
2844,2729,17
2843,2726,18
2842,2723,18
2841,2721,18
2840,2719,18
2839,2717,19
2838,2716,18
2837,2716,18
2836,2715,18
2835,2715,18
2834,2716,18
2833,2716,18
2832,2717,18
2831,2718,18
2830,2720,18
2829,2721,18
2828,2723,19
2827,2724,19
2826,2726,19
2825,2727,19
2824,2729,19
2823,2730,19
2822,2731,19
2821,2732,18
2820,2733,18
2819,2734,17
2818,2735,17
2817,2736,17
2816,2737,17
2815,2737,18
2814,2738,18
2813,2738,18
2812,2739,18
2811,2739,18
2810,2739,18
2809,2739,17
2808,2739,16
2807,2740,15
2806,2740,14
2805,2740,14
2804,2739,13
2803,2739,13
2802,2739,12
2801,2739,12
2800,2739,12
2799,2739,12
2798,2739,12
2797,2738,12
2796,2738,12
2795,2737,12
2794,2736,12
2793,2736,12
2792,2735,12
2791,2735,12
2790,2734,12
2789,2733,12
2788,2731,12
2787,2730,12
2786,2728,12
2785,2726,12
2784,2723,11
2783,2721,11
2782,2717,11
2781,2714,11
2780,2710,11
2779,2706,11
2778,2702,11
2777,2699,11
2776,2698,11
2775,2697,11
2774,2696,11
2773,2695,11
2772,2694,11
2771,2693,11
2770,2692,11
2769,2690,11
2768,2688,11
2767,2686,11
2766,2684,11
2765,2683,11
2764,2681,11
2763,2679,11
2762,2678,11
2761,2675,11
2760,2672,11
2759,2668,11
2758,2663,11
2757,2657,11
2756,2651,11
2755,2645,11
2754,2639,11
2753,2633,11
2752,2629,11
2751,2624,12
2750,2621,11
2749,2618,11
2748,2616,11
2747,2614,11
2746,2611,11
2745,2608,11
2744,2605,11
2743,2601,11
2742,2597,11
2741,2592,11
2740,2588,11
2739,2584,11
2738,2580,11
2737,2577,11
2736,2574,11
2735,2572,11
2734,2571,11
2733,2572,11
2732,2572,11
2731,2573,11
2730,2573,11
2729,2572,11
2728,2569,11
2727,2565,11
2726,2561,11
2725,2557,11
2724,2552,12
2723,2547,12
2722,2542,12
2721,2538,12
2720,2534,12
2719,2530,12
2718,2526,12
2717,2524,12
2716,2522,12
2715,2520,12
2714,2519,12
2713,2518,12
2712,2518,12
2711,2518,12
2710,2517,12
2709,2516,12
2708,2514,12
2707,2512,11
2706,2510,11
2705,2508,11
2704,2505,11
2703,2503,11
2702,2501,11
2701,2498,11
2700,2496,11
2699,2493,11
2698,2489,11
2697,2486,11
2696,2483,11
2695,2480,11
2694,2478,11
2693,2477,11
2692,2476,11
2691,2475,11
2690,2474,11
2689,2473,11
2688,2472,11
2687,2471,11
2686,2470,11
2685,2468,11
2684,2467,11
2683,2466,11
2682,2465,11
2681,2464,11
2680,2463,11
2679,2462,11
2678,2462,11
2677,2462,11
2676,2462,11
2675,2463,11
2674,2462,11
2673,2462,11
2672,2461,11
2671,2460,11
2670,2459,11
2669,2458,11
2668,2456,11
2667,2454,11
2666,2450,11
2665,2447,11
2664,2445,11
2663,2443,11
2662,2443,11
2661,2444,11
2660,2446,11
2659,2449,11
2658,2453,11
2657,2457,11
2656,2460,11
2655,2462,11
2654,2463,11
2653,2464,11
2652,2463,11
2651,2462,11
2650,2462,11
2649,2461,11
2648,2462,11
2647,2462,11
2646,2464,11
2645,2465,11
2644,2467,11
2643,2469,11
2642,2472,11
2641,2475,11
2640,2477,11
2639,2480,11
2638,2483,12
2637,2485,12
2636,2487,11
2635,2489,11
2634,2491,11
2633,2494,11
2632,2496,11
2631,2500,12
2630,2503,12
2629,2507,12
2628,2511,12
2627,2514,11
2626,2516,11
2625,2517,11
2624,2518,11
2623,2517,11
2622,2515,11
2621,2513,11
2620,2510,11
2619,2506,11
2618,2503,11
2617,2500,11
2616,2495,11
2615,2490,11
2614,2483,11
2613,2475,11
2612,2467,11
2611,2458,11
2610,2451,11
2609,2445,11
2608,2442,11
2607,2441,11
2606,2442,11
2605,2444,11
2604,2447,11
2603,2451,11
2602,2454,11
2601,2458,12
2600,2462,12
2599,2465,12
2598,2468,11
2597,2471,11
2596,2474,11
2595,2477,11
2594,2480,11
2593,2483,11
2592,2485,12
2591,2487,12
2590,2488,12
2589,2489,12
2588,2489,12
2587,2490,12
2586,2491,12
2585,2492,12
2584,2493,12
2583,2495,11
2582,2497,12
2581,2499,12
2580,2500,12
2579,2501,12
2578,2502,12
2577,2503,12
2576,2503,12
2575,2502,12
2574,2501,12
2573,2499,12
2572,2498,13
2571,2496,13
2570,2495,13
2569,2494,13
2568,2493,13
2567,2492,13
2566,2492,13
2565,2492,13
2564,2493,14
2563,2494,14
2562,2495,14
2561,2497,13
2560,2498,13
2559,2500,13
2558,2502,13
2557,2504,13
2556,2506,13
2555,2508,13
2554,2509,13
2553,2510,13
2552,2511,13
2551,2512,13
2550,2512,14
2549,2512,14
2548,2512,14
2547,2511,14
2546,2509,14
2545,2507,14
2544,2505,14
2543,2503,13
2542,2501,13
2541,2498,13
2540,2496,13
2539,2494,13
2538,2492,13
2537,2491,13
2536,2489,14
2535,2489,14
2534,2488,14
2533,2488,13
2532,2489,13
2531,2489,13
2530,2490,13
2529,2491,13
2528,2492,13
2527,2493,14
2526,2494,14
2525,2494,14
2524,2494,14
2523,2495,14
2522,2494,14
2521,2493,14
2520,2492,14
2519,2491,13
2518,2489,13
2517,2488,13
2516,2486,13
2515,2485,13
2514,2483,13
2513,2482,14
2512,2481,14
2511,2481,14
2510,2480,14
2509,2480,14
2508,2481,14
2507,2481,13
2506,2482,13
2505,2483,13
2504,2483,13
2503,2483,13
2502,2483,13
2501,2483,13
2500,2482,14
2499,2481,14
2498,2479,14
2497,2476,14
2496,2472,14
2495,2468,13
2494,2464,13
2493,2459,13
2492,2455,13
2491,2450,13
2490,2446,13
2489,2442,13
2488,2438,14
2487,2435,14
2486,2433,14
2485,2432,14
2484,2431,14
2483,2431,13
2482,2432,13
2481,2433,13
2480,2434,13
2479,2436,13
2478,2437,13
2477,2439,13
2476,2441,13
2475,2442,13
2474,2443,14
2473,2443,14
2472,2443,14
2471,2442,13
2470,2441,13
2469,2440,13
2468,2438,13
2467,2436,13
2466,2434,13
2465,2432,13
2464,2431,14
2463,2429,14
2462,2427,14
2461,2426,14
2460,2425,14
2459,2425,14
2458,2424,14
2457,2424,13
2456,2425,13
2455,2425,13
2454,2425,13
2453,2426,13
2452,2427,14
2451,2427,14
2450,2428,14
2449,2429,14
2448,2430,14
2447,2430,14
2446,2430,14
2445,2431,13
2444,2431,13
2443,2431,13
2442,2431,13
2441,2431,13
2440,2431,13
2439,2431,13
2438,2430,14
2437,2430,14
2436,2429,14
2435,2429,14
2434,2428,14
2433,2428,14
2432,2427,13
2431,2426,13
2430,2425,13
2429,2425,13
2428,2424,13
2427,2423,14
2426,2423,14
2425,2422,14
2424,2421,14
2423,2421,14
2422,2421,14
2421,2421,14
2420,2420,13
2419,2420,13
2418,2420,13
2417,2420,13
2416,2420,13
2415,2420,13
2414,2419,14
2413,2419,14
2412,2419,14
2411,2418,14
2410,2417,14
2409,2416,14
2408,2415,14
2407,2414,14
2406,2413,13
2405,2412,13
2404,2411,13
2403,2410,13
2402,2410,13
2401,2409,13
2400,2409,14
2399,2408,14
2398,2408,14
2397,2408,14
2396,2409,14
2395,2409,14
2394,2410,14
2393,2411,14
2392,2412,13
2391,2413,13
2390,2414,13
2389,2415,13
2388,2416,13
2387,2417,13
2386,2418,13
2385,2419,13
2384,2420,13
2383,2421,13
2382,2422,13
2381,2422,14
2380,2423,14
2379,2423,14
2378,2423,14
2377,2423,13
2376,2423,13
2375,2423,13
2374,2422,13
2373,2422,13
2372,2421,13
2371,2420,13
2370,2419,13
2369,2417,13
2368,2416,13
2367,2414,13
2366,2412,13
2365,2410,13
2364,2407,13
2363,2405,13
2362,2402,13
2361,2399,13
2360,2396,14
2359,2392,14
2358,2389,14
2357,2385,14
2356,2380,14
2355,2376,13
2354,2371,13
2353,2366,13
2352,2362,13
2351,2357,13
2350,2352,13
2349,2346,13
2348,2341,12
2347,2336,12
2346,2331,12
2345,2326,12
2344,2321,12
2343,2316,13
2342,2311,13
2341,2306,13
2340,2301,13
2339,2297,13
2338,2293,13
2337,2289,13
2336,2285,13
2335,2281,14
2334,2278,14
2333,2275,14
2332,2272,14
2331,2270,13
2330,2268,13
2329,2266,13
2328,2264,13
2327,2263,13
2326,2262,13
2325,2261,13
2324,2259,12
2323,2259,12
2322,2258,12
2321,2257,12
2320,2256,12
2319,2255,12
2318,2254,12
2317,2253,13
2316,2252,13
2315,2251,13
2314,2250,13
2313,2249,13
2312,2247,13
2311,2245,13
2310,2244,13
2309,2241,13
2308,2239,13
2307,2236,13
2306,2233,13
2305,2230,13
2304,2226,13
2303,2223,13
2302,2219,13
2301,2215,13
2300,2211,13
2299,2207,13
2298,2203,13
2297,2199,13
2296,2196,14
2295,2192,14
2294,2188,14
2293,2184,14
2292,2181,15
2291,2178,15
2290,2175,15
2289,2172,16
2288,2169,16
2287,2167,16
2286,2165,16
2285,2164,16
2284,2163,16
2283,2162,16
2282,2162,16
2281,2162,16
2280,2162,16
2279,2163,15
2278,2164,15
2277,2165,15
2276,2167,15
2275,2168,14
2274,2170,14
2273,2172,14
2272,2175,14
2271,2177,14
2270,2180,14
2269,2182,14
2268,2184,15
2267,2187,15
2266,2189,15
2265,2192,15
2264,2194,15
2263,2197,16
2262,2199,16
2261,2201,16
2260,2202,16
2259,2204,16
2258,2205,16
2257,2206,16
2256,2207,15
2255,2207,15
2254,2208,15
2253,2208,14
2252,2208,14
2251,2209,14
2250,2209,14
2249,2209,14
2248,2209,14
2247,2208,14
2246,2208,14
2245,2208,14
2244,2209,14
2243,2209,15
2242,2209,15
2241,2209,15
2240,2210,15
2239,2211,15
2238,2212,15
2237,2213,15
2236,2214,15
2235,2216,15
2234,2218,15
2233,2220,15
2232,2222,15
2231,2224,15
2230,2226,15
2229,2228,15
2228,2231,15
2227,2233,15
2226,2235,15
2225,2237,15
2224,2239,16
2223,2240,16
2222,2242,16
2221,2243,16
2220,2244,16
2219,2244,17
2218,2244,17
2217,2244,16
2216,2244,16
2215,2243,16
2214,2242,16
2213,2241,16
2212,2240,15
2211,2239,15
2210,2237,15
2209,2236,15
2208,2234,15
2207,2233,16
2206,2232,16
2205,2230,16
2204,2229,16
2203,2228,16
2202,2228,17
2201,2227,17
2200,2227,17
2199,2227,17
2198,2228,16
2197,2229,16
2196,2230,16
2195,2231,15
2194,2234,15
2193,2236,15
2192,2239,14
2191,2241,14
2190,2244,14
2189,2245,15
2188,2247,15
2187,2247,15
2186,2246,15
2185,2245,15
2184,2242,15
2183,2238,14
2182,2234,14
2181,2230,14
2180,2225,15
2179,2221,15
2178,2217,15
2177,2214,15
2176,2212,15
2175,2211,15
2174,2210,15
2173,2210,15
2172,2210,15
2171,2211,15
2170,2211,15
2169,2213,15
2168,2214,15
2167,2216,14
2166,2217,14
2165,2218,14
2164,2219,14
2163,2220,14
2162,2220,14
2161,2219,15
2160,2218,15
2159,2216,15
2158,2213,14
2157,2210,14
2156,2206,14
2155,2202,14
2154,2198,15
2153,2193,15
2152,2188,15
2151,2183,15
2150,2179,15
2149,2174,15
2148,2169,15
2147,2165,15
2146,2162,15
2145,2159,15
2144,2156,15
2143,2154,15
2142,2153,15
2141,2152,15
2140,2152,15
2139,2153,15
2138,2153,15
2137,2154,15
2136,2156,15
2135,2157,15
2134,2159,15
2133,2160,15
2132,2162,15
2131,2162,15
2130,2163,15
2129,2163,16
2128,2162,16
2127,2160,15
2126,2158,15
2125,2155,15
2124,2152,15
2123,2149,15
2122,2145,15
2121,2142,15
2120,2139,15
2119,2136,15
2118,2133,15
2117,2131,14
2116,2129,14
2115,2127,14
2114,2125,14
2113,2124,14
2112,2123,15
2111,2122,15
2110,2121,15
2109,2120,15
2108,2120,15
2107,2120,15
2106,2119,15
2105,2119,15
2104,2118,16
2103,2117,16
2102,2116,16
2101,2115,15
2100,2113,15
2099,2111,15
2098,2109,15
2097,2107,15
2096,2106,15
2095,2105,15
2094,2104,15
2093,2103,15
2092,2104,15
2091,2104,15
2090,2105,15
2089,2105,15
2088,2106,15
2087,2107,15
2086,2107,14
2085,2108,14
2084,2109,14
2083,2109,14
2082,2110,14
2081,2111,14
2080,2112,14
2079,2113,14
2078,2114,14
2077,2114,14
2076,2115,14
2075,2115,14
2074,2115,14
2073,2114,14
2072,2114,14
2071,2113,14
2070,2112,14
2069,2112,14
2068,2111,14
2067,2111,14
2066,2110,14
2065,2110,14
2064,2109,14
2063,2109,14
2062,2109,14
2061,2108,14
2060,2108,14
2059,2107,14
2058,2107,14
2057,2106,14
2056,2105,14
2055,2104,14
2054,2103,14
2053,2102,14
2052,2100,14
2051,2099,14
2050,2098,14
2049,2097,14
2048,2095,14
2047,2094,14
2046,2092,14
2045,2090,14
2044,2088,14
2043,2086,14
2042,2084,14
2041,2082,14
2040,2080,14
2039,2078,14
2038,2077,14
2037,2075,14
2036,2075,14
2035,2074,14
2034,2074,14
2033,2075,14
2032,2075,14
2031,2076,14
2030,2077,14
2029,2078,14
2028,2079,14
2027,2081,14
2026,2082,14
2025,2083,14
2024,2085,14
2023,2086,14
2022,2088,14
2021,2090,14
2020,2091,14
2019,2093,14
2018,2095,14
2017,2096,14
2016,2098,14
2015,2099,14
2014,2100,14
2013,2101,14
2012,2101,14
2011,2101,14
2010,2101,14
2009,2100,14
2008,2098,14
2007,2095,14
2006,2092,14
2005,2089,13
2004,2085,13
2003,2082,14
2002,2078,14
2001,2074,14
2000,2070,14
1999,2066,14
1998,2062,14
1997,2058,14
1996,2054,14
1995,2051,14
1994,2047,14
1993,2043,14
1992,2039,14
1991,2036,14
1990,2032,14
1989,2029,14
1988,2025,14
1987,2022,13
1986,2019,13
1985,2017,13
1984,2015,13
1983,2013,13
1982,2011,13
1981,2010,14
1980,2010,13
1979,2010,14
1978,2010,14
1977,2010,14
1976,2010,14
1975,2010,14
1974,2009,14
1973,2009,14
1972,2008,14
1971,2008,15
1970,2008,15
1969,2008,15
1968,2008,15
1967,2008,14
1966,2009,14
1965,2011,14
1964,2013,14
1963,2016,14
1962,2020,14
1961,2023,14
1960,2027,14
1959,2031,14
1958,2034,14
1957,2036,14
1956,2038,14
1955,2039,14
1954,2040,14
1953,2039,14
1952,2038,14
1951,2036,14
1950,2033,14
1949,2030,14
1948,2026,14
1947,2022,14
1946,2018,14
1945,2015,14
1944,2012,14
1943,2009,14
1942,2007,14
1941,2006,14
1940,2004,14
1939,2003,14
1938,2002,14
1937,2002,14
1936,2001,14
1935,2000,14
1934,2000,14
1933,1999,14
1932,1998,14
1931,1996,14
1930,1995,15
1929,1992,15
1928,1990,14
1927,1987,14
1926,1985,14
1925,1982,14
1924,1979,14
1923,1977,14
1922,1974,15
1921,1972,15
1920,1971,15
1919,1969,15
1918,1968,14
1917,1968,14
1916,1968,14
1915,1967,14
1914,1968,14
1913,1968,15
1912,1969,15
1911,1969,15
1910,1970,14
1909,1971,14
1908,1972,14
1907,1973,14
1906,1974,14
1905,1975,14
1904,1976,14
1903,1978,14
1902,1979,14
1901,1980,14
1900,1981,14
1899,1982,14
1898,1982,14
1897,1982,14
1896,1982,14
1895,1981,14
1894,1979,14
1893,1977,14
1892,1975,14
1891,1973,14
1890,1971,14
1889,1968,14
1888,1966,14
1887,1964,14
1886,1962,14
1885,1960,14
1884,1958,14
1883,1957,14
1882,1955,14
1881,1954,14
1880,1953,14
1879,1953,14
1878,1952,14
1877,1952,14
1876,1952,14
1875,1952,14
1874,1951,14
1873,1951,14
1872,1949,14
1871,1947,14
1870,1945,14
1869,1942,14
1868,1939,14
1867,1936,14
1866,1933,14
1865,1929,14
1864,1926,14
1863,1924,14
1862,1922,14
1861,1921,14
1860,1921,14
1859,1921,14
1858,1923,14
1857,1926,14
1856,1929,14
1855,1932,14
1854,1935,14
1853,1939,14
1852,1942,14
1851,1945,14
1850,1947,14
1849,1949,14
1848,1950,14
1847,1951,14
1846,1950,14
1845,1950,14
1844,1948,14
1843,1947,14
1842,1945,14
1841,1943,15
1840,1942,14
1839,1940,14
1838,1939,14
1837,1938,14
1836,1936,14
1835,1935,15
1834,1933,14
1833,1931,14
1832,1929,14
1831,1926,14
1830,1923,14
1829,1920,14
1828,1915,14
1827,1911,13
1826,1906,13
1825,1902,13
1824,1897,13
1823,1893,13
1822,1889,13
1821,1886,13
1820,1884,13
1819,1882,13
1818,1880,13
1817,1879,13
1816,1878,13
1815,1878,13
1814,1878,13
1813,1879,13
1812,1880,14
1811,1881,14
1810,1882,14
1809,1882,14
1808,1883,14
1807,1884,14
1806,1885,14
1805,1886,14
1804,1886,14
1803,1887,14
1802,1887,14
1801,1887,14
1800,1887,14
1799,1887,14
1798,1887,14
1797,1886,14
1796,1885,14
1795,1884,14
1794,1884,14
1793,1883,14
1792,1882,14
1791,1881,14
1790,1881,14
1789,1881,14
1788,1881,14
1787,1880,14
1786,1880,14
1785,1880,14
1784,1879,14
1783,1878,14
1782,1878,14
1781,1877,14
1780,1877,14
1779,1876,14
1778,1876,14
1777,1876,14
1776,1876,14
1775,1876,14
1774,1876,14
1773,1876,14
1772,1876,14
1771,1876,14
1770,1876,14
1769,1876,14
1768,1876,14
1767,1876,14
1766,1877,14
1765,1877,14
1764,1878,14
1763,1879,14
1762,1880,14
1761,1881,14
1760,1882,14
1759,1882,15
1758,1883,15
1757,1884,14
1756,1885,14
1755,1885,15
1754,1885,15
1753,1885,15
1752,1885,15
1751,1884,15
1750,1883,15
1749,1881,15
1748,1880,14
1747,1878,14
1746,1875,14
1745,1873,14
1744,1870,14
1743,1868,15
1742,1865,14
1741,1862,14
1740,1859,14
1739,1856,14
1738,1853,14
1737,1850,14
1736,1847,14
1735,1845,14
1734,1843,15
1733,1841,15
1732,1839,15
1731,1838,15
1730,1837,15
1729,1836,15
1728,1836,14
1727,1836,14
1726,1836,14
1725,1836,14
1724,1835,13
1723,1835,14
1722,1835,14
1721,1834,14
1720,1833,14
1719,1831,14
1718,1829,14
1717,1827,14
1716,1824,13
1715,1821,13
1714,1818,13
1713,1814,13
1712,1811,13
1711,1807,13
1710,1804,13
1709,1800,13
1708,1797,13
1707,1794,13
1706,1791,13
1705,1788,13
1704,1785,13
1703,1783,12
1702,1780,12
1701,1777,12
1700,1775,12
1699,1772,12
1698,1769,12
1697,1766,13
1696,1762,13
1695,1759,13
1694,1754,13
1693,1750,13
1692,1745,13
1691,1740,13
1690,1735,12
1689,1730,12
1688,1725,12
1687,1721,13
1686,1716,13
1685,1713,13
1684,1710,13
1683,1708,13
1682,1707,13
1681,1707,13
1680,1708,13
1679,1710,13
1678,1712,13
1677,1715,13
1676,1719,13
1675,1722,13
1674,1727,13
1673,1731,14
1672,1735,14
1671,1739,14
1670,1743,14
1669,1747,14
1668,1750,14
1667,1753,13
1666,1756,13
1665,1758,13
1664,1760,13
1663,1762,13
1662,1764,13
1661,1766,13
1660,1767,13
1659,1769,12
1658,1770,12
1657,1772,12
1656,1773,12
1655,1775,12
1654,1776,12
1653,1778,12
1652,1780,12
1651,1782,12
1650,1784,12
1649,1785,12
1648,1785,12
1647,1785,12
1646,1783,12
1645,1782,12
1644,1780,12
1643,1778,12
1642,1776,12
1641,1775,12
1640,1775,12
1639,1775,12
1638,1774,12
1637,1774,11
1636,1773,11
1635,1772,11
1634,1771,11
1633,1770,11
1632,1768,11
1631,1767,11
1630,1767,11
1629,1766,11
1628,1766,11
1627,1764,11
1626,1762,11
1625,1759,11
1624,1755,12
1623,1752,12
1622,1748,12
1621,1745,12
1620,1743,12
1619,1742,12
1618,1742,12
1617,1741,12
1616,1741,12
1615,1740,12
1614,1738,12
1613,1736,12
1612,1734,11
1611,1731,11
1610,1729,11
1609,1728,11
1608,1728,11
1607,1727,11
1606,1727,11
1605,1726,12
1604,1725,12
1603,1722,12
1602,1720,12
1601,1717,12
1600,1714,12
1599,1712,12
1598,1711,11
1597,1710,11
1596,1711,11
1595,1711,11
1594,1712,11
1593,1713,11
1592,1714,12
1591,1714,11
1590,1713,12
1589,1712,12
1588,1710,12
1587,1708,12
1586,1706,11
1585,1705,11
1584,1704,11
1583,1704,11
1582,1704,11
1581,1705,11
1580,1706,11
1579,1706,11
1578,1706,11
1577,1706,11
1576,1706,11
1575,1706,11
1574,1705,11
1573,1705,11
1572,1703,11
1571,1701,11
1570,1699,11
1569,1697,11
1568,1695,11
1567,1693,11
1566,1693,11
1565,1693,11
1564,1693,11
1563,1694,11
1562,1695,11
1561,1695,11
1560,1695,11
1559,1695,11
1558,1694,11
1557,1693,11
1556,1693,11
1555,1693,11
1554,1694,11
1553,1695,11
1552,1697,11
1551,1697,11
1550,1697,11
1549,1696,11
1548,1694,11
1547,1691,11
1546,1687,11
1545,1682,11
1544,1678,11
1543,1675,11
1542,1672,11
1541,1670,11
1540,1668,11
1539,1667,11
1538,1665,11
1537,1662,11
1536,1658,11
1535,1653,11
1534,1648,11
1533,1642,11
1532,1637,11
1531,1632,11
1530,1629,11
1529,1626,11
1528,1624,11
1527,1622,11
1526,1620,11
1525,1618,11
1524,1616,11
1523,1615,11
1522,1613,11
1521,1611,11
1520,1609,11
1519,1608,11
1518,1605,11
1517,1603,11
1516,1599,11
1515,1596,11
1514,1593,11
1513,1590,11
1512,1587,11
1511,1585,11
1510,1584,11
1509,1582,11
1508,1580,11
1507,1578,11
1506,1577,11
1505,1576,11
1504,1576,11
1503,1577,11
1502,1579,11
1501,1581,11
1500,1583,11
1499,1585,11
1498,1586,11
1497,1586,11
1496,1585,11
1495,1584,11
1494,1583,11
1493,1582,11
1492,1582,11
1491,1583,11
1490,1585,11
1489,1587,11
1488,1589,11
1487,1592,11
1486,1594,11
1485,1596,11
1484,1598,11
1483,1600,11
1482,1601,11
1481,1603,11
1480,1603,11
1479,1604,11
1478,1603,11
1477,1601,11
1476,1598,11
1475,1595,11
1474,1591,11
1473,1587,11
1472,1584,11
1471,1580,11
1470,1578,11
1469,1576,11
1468,1574,11
1467,1574,11
1466,1573,11
1465,1573,11
1464,1573,11
1463,1573,12
1462,1574,12
1461,1574,12
1460,1575,12
1459,1575,12
1458,1577,12
1457,1578,12
1456,1580,13
1455,1582,13
1454,1585,12
1453,1588,12
1452,1590,12
1451,1593,13
1450,1595,13
1449,1597,13
1448,1598,12
1447,1598,12
1446,1598,12
1445,1598,13
1444,1597,13
1443,1596,13
1442,1595,13
1441,1594,12
1440,1592,12
1439,1592,13
1438,1591,13
1437,1591,13
1436,1592,13
1435,1593,13
1434,1595,13
1433,1597,13
1432,1599,13
1431,1600,13
1430,1602,13
1429,1602,13
1428,1603,12
1427,1603,12
1426,1603,13
1425,1602,13
1424,1601,13
1423,1600,12
1422,1599,13
1421,1597,13
1420,1595,13
1419,1593,13
1418,1591,13
1417,1588,13
1416,1585,12
1415,1582,12
1414,1579,13
1413,1575,13
1412,1572,13
1411,1569,13
1410,1566,13
1409,1562,12
1408,1559,12
1407,1556,13
1406,1553,13
1405,1550,13
1404,1547,13
1403,1544,13
1402,1541,13
1401,1539,13
1400,1537,13
1399,1535,13
1398,1534,13
1397,1533,13
1396,1532,13
1395,1531,13
1394,1531,13
1393,1530,13
1392,1529,14
1391,1529,14
1390,1528,14
1389,1526,13
1388,1525,13
1387,1523,13
1386,1521,13
1385,1519,13
1384,1517,14
1383,1515,14
1382,1513,14
1381,1511,14
1380,1509,14
1379,1508,13
1378,1506,13
1377,1504,13
1376,1503,14
1375,1501,14
1374,1500,14
1373,1499,14
1372,1498,14
1371,1497,13
1370,1496,13
1369,1496,14
1368,1495,14
1367,1494,14
1366,1494,14
1365,1493,14
1364,1493,13
1363,1492,13
1362,1491,13
1361,1491,14
1360,1490,14
1359,1489,14
1358,1488,14
1357,1487,14
1356,1485,13
1355,1483,13
1354,1481,13
1353,1479,13
1352,1477,14
1351,1474,14
1350,1470,14
1349,1467,14
1348,1463,14
1347,1459,13
1346,1455,13
1345,1451,13
1344,1447,13
1343,1443,13
1342,1440,14
1341,1438,14
1340,1436,14
1339,1434,14
1338,1433,13
1337,1433,13
1336,1433,13
1335,1434,14
1334,1434,14
1333,1435,14
1332,1437,14
1331,1438,14
1330,1439,14
1329,1441,13
1328,1442,13
1327,1444,13
1326,1445,14
1325,1447,14
1324,1448,14
1323,1450,13
1322,1451,13
1321,1452,13
1320,1453,13
1319,1453,13
1318,1453,13
1317,1453,13
1316,1451,13
1315,1450,13
1314,1448,13
1313,1445,12
1312,1442,12
1311,1439,12
1310,1436,13
1309,1432,13
1308,1429,13
1307,1425,13
1306,1421,13
1305,1417,14
1304,1413,13
1303,1409,13
1302,1404,13
1301,1400,13
1300,1396,13
1299,1391,13
1298,1387,13
1297,1382,13
1296,1378,13
1295,1374,13
1294,1369,13
1293,1365,13
1292,1361,13
1291,1357,13
1290,1353,14
1289,1349,14
1288,1345,14
1287,1341,14
1286,1337,14
1285,1334,14
1284,1331,14
1283,1327,14
1282,1324,14
1281,1321,13
1280,1318,13
1279,1316,13
1278,1313,13
1277,1311,13
1276,1308,13
1275,1306,13
1274,1304,13
1273,1302,13
1272,1299,14
1271,1297,14
1270,1295,14
1269,1294,14
1268,1292,14
1267,1290,14
1266,1288,14
1265,1286,14
1264,1285,14
1263,1283,13
1262,1281,13
1261,1280,12
1260,1278,12
1259,1277,12
1258,1276,12
1257,1275,11
1256,1276,11
1255,1277,11
1254,1279,11
1253,1281,11
1252,1282,11
1251,1283,11
1250,1284,11
1249,1283,11
1248,1281,11
1247,1278,11
1246,1274,11
1245,1270,11
1244,1264,11
1243,1259,11
1242,1255,11
1241,1252,11
1240,1251,11
1239,1252,11
1238,1253,11
1237,1254,11
1236,1254,11
1235,1255,11
1234,1254,11
1233,1254,11
1232,1253,11
1231,1253,11
1230,1253,11
1229,1254,10
1228,1256,10
1227,1258,10
1226,1260,10
1225,1262,10
1224,1263,10
1223,1265,10
1222,1265,10
1221,1265,10
1220,1264,10
1219,1264,10
1218,1263,10
1217,1263,10
1216,1263,10
1215,1263,10
1214,1263,10
1213,1265,10
1212,1267,10
1211,1271,10
1210,1275,10
1209,1279,10
1208,1284,10
1207,1287,10
1206,1291,10
1205,1294,10
1204,1296,10
1203,1297,10
1202,1298,10
1201,1299,10
1200,1301,10
1199,1302,10
1198,1304,10
1197,1307,10
1196,1309,10
1195,1310,10
1194,1308,10
1193,1305,10
1192,1300,10
1191,1295,10
1190,1290,10
1189,1286,10
1188,1284,10
1187,1283,10
1186,1284,10
1185,1287,10
1184,1291,10
1183,1295,10
1182,1299,10
1181,1301,10
1180,1302,10
1179,1299,10
1178,1289,9
1177,1269,10
1176,1238,9
1175,1203,9
1174,1178,9
1173,1166,9
1172,1163,9
1171,1168,10
1170,1174,10
1169,1179,10
